2.337328  -15.448341  107.497620  0
20.150227  -80.725494  67.231750  0
65.935013  -16.349520  68.239136  0
24.972767  60.024456  76.558594  0
-51.263329  23.783272  69.781868  0
-52.073395  -59.169033  71.410065  0
-20.102991  -90.952347  0.145177  0
59.427467  -60.505814  7.490108  0
54.741951  29.580429  6.896483  0
-14.165145  41.548943  13.451409  0
-66.662186  -19.710747  4.712386  0
1.516247  -13.581292  -18.235401  0
-28.423401  6.049129  98.236755  0
-19.388248  52.232872  79.501968  0
12.628596  23.096067  100.079803  0
-28.550613  -40.458359  96.346573  0
-58.348686  -17.117615  74.531982  0
12.162346  -54.509995  94.798996  0
-16.436516  -78.739136  73.572586  0
37.728523  -16.215591  94.652649  0
50.358612  -54.699493  74.361984  0
54.573021  23.497574  77.142593  0
55.211990  55.676437  33.794163  0
67.837791  6.512374  37.884933  0
0.719356  78.447281  33.001862  0
18.907242  37.023689  8.733446  0
-47.334999  50.096771  35.136322  0
-60.251793  5.179546  37.374977  0
-48.082565  25.548290  -2.109198  0
-69.648949  -41.371056  38.415482  0
-44.622852  -84.946167  38.542633  0
-55.137955  -58.498562  -1.796071  0
1.965135  -96.802811  38.233612  0
43.653599  -78.561081  37.983940  0
22.281162  -85.380264  -1.984110  0
70.999969  -40.765900  38.119934  0
67.145401  -19.710754  -2.464274  0
-1.510463  12.456120  -3.074163  0
23.525026  3.912908  -14.947701  0
-34.281654  -13.536969  -16.801807  0
-8.653564  -56.631470  -25.629297  0
35.899048  -37.835537  -29.232151  0
-11.973257  -5.523142  104.999130  0
-7.788581  16.772190  103.316650  0
6.229073  0.693065  102.972710  0
-11.088802  -27.879353  102.956284  0
-29.083744  -16.191746  97.118225  0
6.312609  -34.375866  102.227966  0
-7.792832  -49.567093  97.733856  0
19.774658  -17.999680  105.052994  0
26.415199  -36.978149  97.257675  0
29.130154  2.919850  100.631958  0
41.419662  64.324387  60.105568  0
58.788689  41.224030  59.828281  0
41.153221  45.354885  79.238945  0
14.339443  74.074516  59.496529  0
30.954685  73.509956  32.818741  0
4.669501  59.668259  78.402573  0
-11.528813  72.278305  61.219425  0
-58.125862  16.447739  53.901073  0
-52.105152  25.125067  36.081856  0
-50.365013  36.675629  55.481438  0
-54.844616  6.127183  71.722717  0
-65.436157  -4.136362  54.826729  0
-50.651291  -72.236328  57.564404  0
-60.816666  -64.821320  37.688217  0
-63.299759  -52.293762  57.144344  0
-37.439621  -69.747482  73.266006  0
-30.777670  -85.185822  57.744835  0
31.946125  -83.069389  55.002064  0
24.983971  -91.947098  37.759388  0
14.335402  -92.074387  55.225548  0
34.941055  -71.282417  71.830933  0
49.624718  -68.943344  56.423508  0
70.090668  -5.666701  55.374336  0
74.265663  -16.518805  37.838570  0
72.504654  -28.081219  55.240009  0
35.042168  33.189819  9.709486  0
18.589752  25.185822  -1.934160  0
42.304722  20.883406  -10.229219  0
-26.274677  36.325790  9.607122  0
-20.907547  21.921925  -10.783958  0
-8.654572  30.785641  4.096958  0
-63.685711  -35.206032  3.015031  0
-52.292213  -32.545921  -17.353855  0
-49.012947  -19.261351  -4.681498  0
0.395023  -87.126640  0.760013  0
3.567296  -72.861771  -15.949158  0
-14.397165  -76.264290  -12.377583  0
65.937508  -41.698128  2.318298  0
51.442490  -25.676159  -10.106928  0
56.739613  -53.880764  -12.304506  0
-42.741486  17.640743  83.699677  0
-39.112358  37.989277  75.252838  0
-24.629467  30.829590  91.955872  0
-1.747566  40.145363  94.042984  0
20.113731  45.159031  89.923325  0
-41.919285  -51.243896  83.882019  0
-57.905754  -39.515347  74.502762  0
-45.906685  -27.624996  87.433998  0
-44.552551  -5.542350  87.362000  0
17.015190  -71.243988  81.388153  0
4.775584  -85.002022  74.982834  0
-2.623454  -69.836990  88.236176  0
-24.035828  -61.648659  88.257217  0
55.605675  -16.722000  82.204224  0
61.985500  -33.693558  71.833138  0
46.741188  -36.874672  87.857819  0
32.478622  -55.620605  86.281357  0
35.570000  25.297819  92.423042  0
48.026848  2.972248  89.818878  0
61.784340  1.264817  72.542633  0
51.135185  34.397614  17.982037  0
63.119362  19.855438  21.731859  0
62.714870  27.266323  36.453201  0
65.549026  15.968540  57.186790  0
-11.093661  58.036522  17.434187  0
-1.229975  41.093483  6.547745  0
13.875405  60.903267  12.653418  0
33.927326  48.613781  19.334736  0
-35.721855  56.539284  59.220825  0
-26.417370  68.780075  34.974316  0
-27.346010  47.938171  20.682709  0
-70.003250  -5.238639  21.041637  0
-61.203789  0.354107  -0.739366  0
-57.780014  17.162727  19.629990  0
-45.426979  35.873051  19.064533  0
-65.888321  -28.459213  56.704140  0
-69.308899  -16.600500  39.408485  0
-71.190514  -29.236736  20.694824  0
-33.802849  -92.399002  17.619591  0
-37.565475  -79.154152  -2.490207  0
-52.308311  -74.037491  17.258888  0
-64.890305  -51.863487  18.739527  0
-8.824836  -92.074005  57.370506  0
-21.797722  -96.240067  39.012108  0
-9.418230  -98.950523  18.347130  0
53.422913  -70.753525  20.288891  0
45.235443  -73.766266  0.799490  0
35.421585  -85.230927  18.346916  0
13.504414  -97.068405  17.323658  0
63.340092  -49.484573  56.841385  0
60.017258  -62.136395  38.496796  0
65.887375  -52.516876  20.819969  0
63.469299  8.848621  -0.302001  0
73.351089  -4.029026  19.141869  0
74.235382  -30.426392  19.484264  0
5.480212  24.262053  6.172914  0
6.440015  8.676369  -4.403888  0
-3.156766  -5.194683  -7.344738  0
13.210382  -10.662108  -10.881783  0
-38.170387  0.455765  -12.453087  0
-17.252888  -0.931279  -11.929224  0
