  -2.5844380e+01   8.6028120e+01   4.3483950e+01
   3.8426520e+00   5.1287350e+01   1.0676350e+02
  -4.4392220e+01   4.7290630e+01   8.5630610e+01
  -6.3467050e+01   4.5352760e+01   3.8002500e+01
  -7.5588450e+01   2.0952120e+01  -2.4106450e+00
  -7.0179440e+01   1.5974270e+01   6.2628530e+01
  -2.9935920e+01   1.3616880e+01   1.1206490e+02
  -6.1337290e+01  -1.9138590e+01   9.2029480e+01
  -8.1111110e+01  -7.4569420e+00   2.8572600e+01
  -7.3417370e+01  -3.7015330e+01  -1.3903490e+01
  -7.6645700e+01  -4.4733480e+01   5.3432650e+01
  -3.0511720e+01  -5.8541760e+01   1.0635640e+02
  -2.1147700e-01  -8.9944960e+01   8.6269580e+01
  -5.3531350e+01  -8.1383630e+01   6.9837690e+01
  -7.1121810e+01  -6.4316940e+01   1.8661790e+01
  -3.2787890e+01  -1.0419000e+02   1.5112060e+01
  -2.7426270e+00  -1.0844620e+02   1.5463290e+01
   2.4488130e+01  -1.0389060e+02   1.6749380e+01
   5.0401230e+01  -8.2250650e+01   6.2891400e+01
   6.6946850e+01  -7.2552780e+01   1.8137240e+01
   7.6244320e+01  -4.5638060e+01  -1.4504310e+01
   7.6349530e+01  -5.1572880e+01   4.7699810e+01
   3.6207590e+01  -5.7756640e+01   1.0414780e+02
   6.0862270e+00  -2.7495480e+01   1.1875920e+02
   6.6857490e+01  -2.5614110e+01   8.8792780e+01
   8.6451750e+01  -1.5097070e+01   2.3561800e+01
   8.1894100e+01   1.6602030e+01  -7.4974640e+00
   7.8820170e+01   9.9781310e+00   5.8349630e+01
   3.9429410e+01   1.1474720e+01   1.0943420e+02
   5.8184100e+01   4.2127880e+01   8.3059970e+01
   7.4852420e+01   3.8109910e+01   2.8081690e+01
   3.6580710e+01   8.6166650e+01   3.9451890e+01
  -5.0440330e+01   6.6373690e+01   4.1703160e+01
  -3.0994910e+01   7.0573040e+01   7.3600480e+01
   4.5489930e+00   7.8323380e+01   8.1472190e+01
  -2.4053770e+01   4.6023810e+01   1.0196070e+02
  -5.8865900e+01   4.3997610e+01   6.3624300e+01
  -7.4967250e+01   1.9842460e+01   3.3397520e+01
  -5.4664910e+01   1.3924750e+01   9.2096020e+01
  -2.8781020e+01  -2.0222080e+01   1.1303400e+02
  -7.6575750e+01  -1.6409200e+01   6.1908360e+01
  -7.8656110e+01  -3.7198410e+01   2.0117290e+01
  -5.9781320e+01  -5.4370890e+01   8.6361400e+01
  -2.8755000e+01  -8.7015590e+01   8.4371710e+01
  -6.7577150e+01  -7.1815970e+01   4.4198730e+01
  -5.5052570e+01  -8.7833760e+01   2.0180430e+01
  -3.4534750e+01  -1.0271700e+02   4.7414780e+01
  -4.0925530e+00  -1.0631770e+02   5.5670980e+01
   2.9663330e+01  -9.9592130e+01   4.8646050e+01
   4.7105210e+01  -9.1052910e+01   1.9509850e+01
   6.1335750e+01  -7.4409790e+01   4.3452620e+01
   2.8107900e+01  -8.5020400e+01   8.4188050e+01
   2.4104130e+00  -5.8042110e+01   1.1198570e+02
   6.2103190e+01  -5.3809350e+01   8.3774840e+01
   8.1148400e+01  -4.5774950e+01   1.6668600e+01
   8.1988370e+01  -1.9653960e+01   5.6812580e+01
   3.7689440e+01  -2.3476220e+01   1.1230420e+02
   6.3416040e+01   1.0278970e+01   8.8387020e+01
   8.2248380e+01   1.3197480e+01   2.6239010e+01
   6.9417630e+01   4.1641070e+01   5.9490170e+01
   5.8418440e+01   6.8813110e+01   3.6079170e+01
   4.1922400e+01   7.2011870e+01   7.1223970e+01
   3.0218410e+01   4.7345150e+01   1.0177690e+02
  -4.2031260e+00  -9.6918900e+01  -1.2970350e+01
